,epoch_5
agreement_determiner_noun-across_1_adjective,0.5015
agreement_determiner_noun-between_neighbors,0.4955
agreement_subject_verb-across_prepositional_phrase,0.4855
agreement_subject_verb-across_relative_clause,0.4805
agreement_subject_verb-in_question_with_aux,0.5005
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.533
argument_structure-dropped_argument,0.8105
argument_structure-swapped_arguments,0.9995
argument_structure-transitive,0.485
binding-principle_a,0.4695
case-subjective_pronoun,0.99
ellipsis-n_bar,0.404
filler-gap-wh_question_object,0.877
filler-gap-wh_question_subject,0.994
irregular-verb,0.5285
island-effects-adjunct_island,0.4905
island-effects-coordinate_structure_constraint,0.4365
local_attractor-in_question_with_aux,0.6625
npi_licensing-matrix_question,0.574
npi_licensing-only_npi_licensor,0.0305
quantifiers-existential_there,0.853
quantifiers-superlative,0.3475
