,best
agreement_determiner_noun-across_1_adjective,0.5185
agreement_determiner_noun-between_neighbors,0.5335
agreement_subject_verb-across_prepositional_phrase,0.5075
agreement_subject_verb-across_relative_clause,0.503
agreement_subject_verb-in_question_with_aux,0.5055
agreement_subject_verb-in_simple_question,0.4985
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.7775
argument_structure-swapped_arguments,0.863
argument_structure-transitive,0.5445
binding-principle_a,0.338
case-subjective_pronoun,0.987
ellipsis-n_bar,0.5805
filler-gap-wh_question_object,0.516
filler-gap-wh_question_subject,0.9525
irregular-verb,0.6025
island-effects-adjunct_island,0.9575
island-effects-coordinate_structure_constraint,0.333
local_attractor-in_question_with_aux,0.652
npi_licensing-matrix_question,0.144
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.691
quantifiers-superlative,0.332
