,epoch_1
agreement_determiner_noun-across_1_adjective,0.512
agreement_determiner_noun-between_neighbors,0.508
agreement_subject_verb-across_prepositional_phrase,0.497
agreement_subject_verb-across_relative_clause,0.4955
agreement_subject_verb-in_question_with_aux,0.4855
agreement_subject_verb-in_simple_question,0.4825
anaphor_agreement-pronoun_gender,0.481
argument_structure-dropped_argument,0.2925
argument_structure-swapped_arguments,0.803
argument_structure-transitive,0.4645
binding-principle_a,0.619
case-subjective_pronoun,0.7945
ellipsis-n_bar,0.4425
filler-gap-wh_question_object,0.045
filler-gap-wh_question_subject,0.9995
irregular-verb,0.4755
island-effects-adjunct_island,0.945
island-effects-coordinate_structure_constraint,0.4505
local_attractor-in_question_with_aux,0.6775
npi_licensing-matrix_question,0.783
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.526
quantifiers-superlative,0.6985
