,epoch_7
agreement_determiner_noun-across_1_adjective,0.5095
agreement_determiner_noun-between_neighbors,0.536
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.4975
agreement_subject_verb-in_question_with_aux,0.5005
agreement_subject_verb-in_simple_question,0.4925
anaphor_agreement-pronoun_gender,0.5535
argument_structure-dropped_argument,0.7485
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.485
binding-principle_a,0.422
case-subjective_pronoun,0.984
ellipsis-n_bar,0.703
filler-gap-wh_question_object,0.7645
filler-gap-wh_question_subject,1.0
irregular-verb,0.5
island-effects-adjunct_island,0.504
island-effects-coordinate_structure_constraint,0.4265
local_attractor-in_question_with_aux,0.7435
npi_licensing-matrix_question,0.6865
npi_licensing-only_npi_licensor,0.0635
quantifiers-existential_there,0.7415
quantifiers-superlative,0.509
