,epoch_7
agreement_determiner_noun-across_1_adjective,0.5045
agreement_determiner_noun-between_neighbors,0.517
agreement_subject_verb-across_prepositional_phrase,0.4945
agreement_subject_verb-across_relative_clause,0.487
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.503
anaphor_agreement-pronoun_gender,0.519
argument_structure-dropped_argument,0.8355
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.507
binding-principle_a,0.3795
case-subjective_pronoun,1.0
ellipsis-n_bar,0.6225
filler-gap-wh_question_object,0.8115
filler-gap-wh_question_subject,1.0
irregular-verb,0.531
island-effects-adjunct_island,0.8415
island-effects-coordinate_structure_constraint,0.034
local_attractor-in_question_with_aux,0.8135
npi_licensing-matrix_question,0.524
npi_licensing-only_npi_licensor,0.8085
quantifiers-existential_there,0.771
quantifiers-superlative,0.509
