,epoch_2
agreement_determiner_noun-across_1_adjective,0.522
agreement_determiner_noun-between_neighbors,0.5035
agreement_subject_verb-across_prepositional_phrase,0.4965
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.4885
agreement_subject_verb-in_simple_question,0.4915
anaphor_agreement-pronoun_gender,0.461
argument_structure-dropped_argument,0.5035
argument_structure-swapped_arguments,0.9225
argument_structure-transitive,0.4765
binding-principle_a,0.5015
case-subjective_pronoun,0.912
ellipsis-n_bar,0.45
filler-gap-wh_question_object,0.0265
filler-gap-wh_question_subject,0.993
irregular-verb,0.4635
island-effects-adjunct_island,0.945
island-effects-coordinate_structure_constraint,0.443
local_attractor-in_question_with_aux,0.7295
npi_licensing-matrix_question,0.8395
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.419
quantifiers-superlative,0.334
