,epoch_2
agreement_determiner_noun-across_1_adjective,0.4965
agreement_determiner_noun-between_neighbors,0.5285
agreement_subject_verb-across_prepositional_phrase,0.505
agreement_subject_verb-across_relative_clause,0.5135
agreement_subject_verb-in_question_with_aux,0.476
agreement_subject_verb-in_simple_question,0.4815
anaphor_agreement-pronoun_gender,0.565
argument_structure-dropped_argument,0.8085
argument_structure-swapped_arguments,0.998
argument_structure-transitive,0.482
binding-principle_a,0.491
case-subjective_pronoun,0.987
ellipsis-n_bar,0.176
filler-gap-wh_question_object,0.2545
filler-gap-wh_question_subject,1.0
irregular-verb,0.4735
island-effects-adjunct_island,0.7395
island-effects-coordinate_structure_constraint,0.387
local_attractor-in_question_with_aux,0.7785
npi_licensing-matrix_question,0.7595
npi_licensing-only_npi_licensor,0.9995
quantifiers-existential_there,0.606
quantifiers-superlative,0.0005
