,epoch_3
agreement_determiner_noun-across_1_adjective,0.4925
agreement_determiner_noun-between_neighbors,0.4845
agreement_subject_verb-across_prepositional_phrase,0.508
agreement_subject_verb-across_relative_clause,0.496
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.472
argument_structure-dropped_argument,0.7775
argument_structure-swapped_arguments,0.831
argument_structure-transitive,0.509
binding-principle_a,0.486
case-subjective_pronoun,0.76
ellipsis-n_bar,0.3555
filler-gap-wh_question_object,0.0715
filler-gap-wh_question_subject,0.9825
irregular-verb,0.4835
island-effects-adjunct_island,0.9425
island-effects-coordinate_structure_constraint,0.1905
local_attractor-in_question_with_aux,0.8545
npi_licensing-matrix_question,0.7645
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6395
quantifiers-superlative,0.49
