,epoch_9
agreement_determiner_noun-across_1_adjective,0.832
agreement_determiner_noun-between_neighbors,0.723
agreement_subject_verb-across_prepositional_phrase,0.7375
agreement_subject_verb-across_relative_clause,0.768
agreement_subject_verb-in_question_with_aux,0.7215
agreement_subject_verb-in_simple_question,0.7805
anaphor_agreement-pronoun_gender,0.951
argument_structure-dropped_argument,0.759
argument_structure-swapped_arguments,0.979
argument_structure-transitive,0.7245
binding-principle_a,0.857
case-subjective_pronoun,0.9475
ellipsis-n_bar,0.5915
filler-gap-wh_question_object,0.9615
filler-gap-wh_question_subject,0.968
irregular-verb,0.86
island-effects-adjunct_island,0.4915
island-effects-coordinate_structure_constraint,0.9445
local_attractor-in_question_with_aux,0.8585
npi_licensing-matrix_question,0.4885
npi_licensing-only_npi_licensor,0.995
quantifiers-existential_there,0.9155
quantifiers-superlative,0.6955
