,epoch_1
agreement_determiner_noun-across_1_adjective,0.5065
agreement_determiner_noun-between_neighbors,0.5045
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.515
agreement_subject_verb-in_question_with_aux,0.429
agreement_subject_verb-in_simple_question,0.486
anaphor_agreement-pronoun_gender,0.5065
argument_structure-dropped_argument,0.797
argument_structure-swapped_arguments,0.9905
argument_structure-transitive,0.4555
binding-principle_a,0.517
case-subjective_pronoun,0.9935
ellipsis-n_bar,0.1795
filler-gap-wh_question_object,0.1405
filler-gap-wh_question_subject,1.0
irregular-verb,0.501
island-effects-adjunct_island,0.7185
island-effects-coordinate_structure_constraint,0.4445
local_attractor-in_question_with_aux,0.6985
npi_licensing-matrix_question,0.7745
npi_licensing-only_npi_licensor,0.9985
quantifiers-existential_there,0.6155
quantifiers-superlative,0.017
