,epoch_1
agreement_determiner_noun-across_1_adjective,0.4785
agreement_determiner_noun-between_neighbors,0.469
agreement_subject_verb-across_prepositional_phrase,0.4915
agreement_subject_verb-across_relative_clause,0.4875
agreement_subject_verb-in_question_with_aux,0.486
agreement_subject_verb-in_simple_question,0.466
anaphor_agreement-pronoun_gender,0.4935
argument_structure-dropped_argument,0.6915
argument_structure-swapped_arguments,0.1885
argument_structure-transitive,0.5775
binding-principle_a,0.4275
case-subjective_pronoun,0.1835
ellipsis-n_bar,0.599
filler-gap-wh_question_object,0.9315
filler-gap-wh_question_subject,0.897
irregular-verb,0.4975
island-effects-adjunct_island,0.2985
island-effects-coordinate_structure_constraint,0.3845
local_attractor-in_question_with_aux,0.616
npi_licensing-matrix_question,0.5815
npi_licensing-only_npi_licensor,0.907
quantifiers-existential_there,0.5655
quantifiers-superlative,0.009
