,epoch_4
agreement_determiner_noun-across_1_adjective,0.5205
agreement_determiner_noun-between_neighbors,0.542
agreement_subject_verb-across_prepositional_phrase,0.502
agreement_subject_verb-across_relative_clause,0.499
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.478
anaphor_agreement-pronoun_gender,0.571
argument_structure-dropped_argument,0.7385
argument_structure-swapped_arguments,0.9825
argument_structure-transitive,0.4775
binding-principle_a,0.429
case-subjective_pronoun,0.8475
ellipsis-n_bar,0.6075
filler-gap-wh_question_object,0.62
filler-gap-wh_question_subject,0.9585
irregular-verb,0.4815
island-effects-adjunct_island,0.4785
island-effects-coordinate_structure_constraint,0.482
local_attractor-in_question_with_aux,0.699
npi_licensing-matrix_question,0.5605
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.792
quantifiers-superlative,0.509
