,epoch_8
agreement_determiner_noun-across_1_adjective,0.805
agreement_determiner_noun-between_neighbors,0.6415
agreement_subject_verb-across_prepositional_phrase,0.721
agreement_subject_verb-across_relative_clause,0.717
agreement_subject_verb-in_question_with_aux,0.7445
agreement_subject_verb-in_simple_question,0.7615
anaphor_agreement-pronoun_gender,0.9525
argument_structure-dropped_argument,0.827
argument_structure-swapped_arguments,0.9865
argument_structure-transitive,0.718
binding-principle_a,0.8575
case-subjective_pronoun,0.97
ellipsis-n_bar,0.551
filler-gap-wh_question_object,0.96
filler-gap-wh_question_subject,0.9635
irregular-verb,0.8465
island-effects-adjunct_island,0.4675
island-effects-coordinate_structure_constraint,0.941
local_attractor-in_question_with_aux,0.7955
npi_licensing-matrix_question,0.431
npi_licensing-only_npi_licensor,0.994
quantifiers-existential_there,0.9305
quantifiers-superlative,0.7225
