,epoch_0
agreement_determiner_noun-across_1_adjective,0.506
agreement_determiner_noun-between_neighbors,0.519
agreement_subject_verb-across_prepositional_phrase,0.493
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.496
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.51
argument_structure-dropped_argument,0.698
argument_structure-swapped_arguments,0.9255
argument_structure-transitive,0.575
binding-principle_a,0.4775
case-subjective_pronoun,0.962
ellipsis-n_bar,0.538
filler-gap-wh_question_object,0.7315
filler-gap-wh_question_subject,0.9155
irregular-verb,0.5185
island-effects-adjunct_island,0.7865
island-effects-coordinate_structure_constraint,0.6415
local_attractor-in_question_with_aux,0.5335
npi_licensing-matrix_question,0.5105
npi_licensing-only_npi_licensor,0.6325
quantifiers-existential_there,0.6025
quantifiers-superlative,0.3445
