,epoch_5
agreement_determiner_noun-across_1_adjective,0.4995
agreement_determiner_noun-between_neighbors,0.497
agreement_subject_verb-across_prepositional_phrase,0.496
agreement_subject_verb-across_relative_clause,0.491
agreement_subject_verb-in_question_with_aux,0.4945
agreement_subject_verb-in_simple_question,0.4885
anaphor_agreement-pronoun_gender,0.5475
argument_structure-dropped_argument,0.8475
argument_structure-swapped_arguments,0.997
argument_structure-transitive,0.511
binding-principle_a,0.4365
case-subjective_pronoun,0.96
ellipsis-n_bar,0.1735
filler-gap-wh_question_object,0.1235
filler-gap-wh_question_subject,1.0
irregular-verb,0.483
island-effects-adjunct_island,0.6015
island-effects-coordinate_structure_constraint,0.2375
local_attractor-in_question_with_aux,0.827
npi_licensing-matrix_question,0.7365
npi_licensing-only_npi_licensor,0.9965
quantifiers-existential_there,0.701
quantifiers-superlative,0.0595
