,epoch_8
agreement_determiner_noun-across_1_adjective,0.799
agreement_determiner_noun-between_neighbors,0.6625
agreement_subject_verb-across_prepositional_phrase,0.713
agreement_subject_verb-across_relative_clause,0.7035
agreement_subject_verb-in_question_with_aux,0.7715
agreement_subject_verb-in_simple_question,0.742
anaphor_agreement-pronoun_gender,0.9485
argument_structure-dropped_argument,0.9025
argument_structure-swapped_arguments,0.9815
argument_structure-transitive,0.6825
binding-principle_a,0.885
case-subjective_pronoun,0.97
ellipsis-n_bar,0.6585
filler-gap-wh_question_object,0.9555
filler-gap-wh_question_subject,0.9435
irregular-verb,0.861
island-effects-adjunct_island,0.5425
island-effects-coordinate_structure_constraint,0.93
local_attractor-in_question_with_aux,0.831
npi_licensing-matrix_question,0.621
npi_licensing-only_npi_licensor,0.9765
quantifiers-existential_there,0.917
quantifiers-superlative,0.868
