,epoch_5
agreement_determiner_noun-across_1_adjective,0.502
agreement_determiner_noun-between_neighbors,0.5095
agreement_subject_verb-across_prepositional_phrase,0.5095
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.4995
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.519
argument_structure-dropped_argument,0.754
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.506
binding-principle_a,0.4445
case-subjective_pronoun,0.9985
ellipsis-n_bar,0.329
filler-gap-wh_question_object,0.4225
filler-gap-wh_question_subject,0.999
irregular-verb,0.456
island-effects-adjunct_island,0.861
island-effects-coordinate_structure_constraint,0.188
local_attractor-in_question_with_aux,0.8205
npi_licensing-matrix_question,0.6255
npi_licensing-only_npi_licensor,0.9725
quantifiers-existential_there,0.7305
quantifiers-superlative,0.509
