,epoch_2
agreement_determiner_noun-across_1_adjective,0.4725
agreement_determiner_noun-between_neighbors,0.409
agreement_subject_verb-across_prepositional_phrase,0.513
agreement_subject_verb-across_relative_clause,0.5065
agreement_subject_verb-in_question_with_aux,0.473
agreement_subject_verb-in_simple_question,0.4925
anaphor_agreement-pronoun_gender,0.525
argument_structure-dropped_argument,0.689
argument_structure-swapped_arguments,0.7685
argument_structure-transitive,0.534
binding-principle_a,0.451
case-subjective_pronoun,0.595
ellipsis-n_bar,0.238
filler-gap-wh_question_object,0.337
filler-gap-wh_question_subject,0.9995
irregular-verb,0.5075
island-effects-adjunct_island,0.5415
island-effects-coordinate_structure_constraint,0.4535
local_attractor-in_question_with_aux,0.795
npi_licensing-matrix_question,0.725
npi_licensing-only_npi_licensor,0.768
quantifiers-existential_there,0.775
quantifiers-superlative,0.0385
