,epoch_4
agreement_determiner_noun-across_1_adjective,0.497
agreement_determiner_noun-between_neighbors,0.506
agreement_subject_verb-across_prepositional_phrase,0.5005
agreement_subject_verb-across_relative_clause,0.504
agreement_subject_verb-in_question_with_aux,0.4805
agreement_subject_verb-in_simple_question,0.4815
anaphor_agreement-pronoun_gender,0.553
argument_structure-dropped_argument,0.826
argument_structure-swapped_arguments,0.9975
argument_structure-transitive,0.5
binding-principle_a,0.441
case-subjective_pronoun,0.963
ellipsis-n_bar,0.166
filler-gap-wh_question_object,0.112
filler-gap-wh_question_subject,1.0
irregular-verb,0.481
island-effects-adjunct_island,0.644
island-effects-coordinate_structure_constraint,0.209
local_attractor-in_question_with_aux,0.8295
npi_licensing-matrix_question,0.7495
npi_licensing-only_npi_licensor,0.9995
quantifiers-existential_there,0.671
quantifiers-superlative,0.016
