,epoch_0
agreement_determiner_noun-across_1_adjective,0.4955
agreement_determiner_noun-between_neighbors,0.4945
agreement_subject_verb-across_prepositional_phrase,0.4935
agreement_subject_verb-across_relative_clause,0.504
agreement_subject_verb-in_question_with_aux,0.515
agreement_subject_verb-in_simple_question,0.4935
anaphor_agreement-pronoun_gender,0.5635
argument_structure-dropped_argument,0.431
argument_structure-swapped_arguments,0.647
argument_structure-transitive,0.5075
binding-principle_a,0.4965
case-subjective_pronoun,0.453
ellipsis-n_bar,0.394
filler-gap-wh_question_object,0.9145
filler-gap-wh_question_subject,0.9915
irregular-verb,0.488
island-effects-adjunct_island,0.7405
island-effects-coordinate_structure_constraint,0.192
local_attractor-in_question_with_aux,0.614
npi_licensing-matrix_question,0.664
npi_licensing-only_npi_licensor,0.0295
quantifiers-existential_there,0.849
quantifiers-superlative,0.5165
