,epoch_6
agreement_determiner_noun-across_1_adjective,0.509
agreement_determiner_noun-between_neighbors,0.539
agreement_subject_verb-across_prepositional_phrase,0.4995
agreement_subject_verb-across_relative_clause,0.498
agreement_subject_verb-in_question_with_aux,0.5
agreement_subject_verb-in_simple_question,0.4935
anaphor_agreement-pronoun_gender,0.563
argument_structure-dropped_argument,0.746
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.484
binding-principle_a,0.423
case-subjective_pronoun,0.9715
ellipsis-n_bar,0.698
filler-gap-wh_question_object,0.73
filler-gap-wh_question_subject,0.999
irregular-verb,0.499
island-effects-adjunct_island,0.48
island-effects-coordinate_structure_constraint,0.4395
local_attractor-in_question_with_aux,0.737
npi_licensing-matrix_question,0.6845
npi_licensing-only_npi_licensor,0.0855
quantifiers-existential_there,0.7575
quantifiers-superlative,0.509
