,epoch_9
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.5315
agreement_subject_verb-across_prepositional_phrase,0.4995
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.502
agreement_subject_verb-in_simple_question,0.4915
anaphor_agreement-pronoun_gender,0.5405
argument_structure-dropped_argument,0.75
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.49
binding-principle_a,0.4235
case-subjective_pronoun,0.989
ellipsis-n_bar,0.7085
filler-gap-wh_question_object,0.7735
filler-gap-wh_question_subject,1.0
irregular-verb,0.4995
island-effects-adjunct_island,0.5105
island-effects-coordinate_structure_constraint,0.412
local_attractor-in_question_with_aux,0.746
npi_licensing-matrix_question,0.6865
npi_licensing-only_npi_licensor,0.0485
quantifiers-existential_there,0.7365
quantifiers-superlative,0.509
