,epoch_0
agreement_determiner_noun-across_1_adjective,0.512
agreement_determiner_noun-between_neighbors,0.5
agreement_subject_verb-across_prepositional_phrase,0.5105
agreement_subject_verb-across_relative_clause,0.512
agreement_subject_verb-in_question_with_aux,0.471
agreement_subject_verb-in_simple_question,0.49
anaphor_agreement-pronoun_gender,0.511
argument_structure-dropped_argument,0.646
argument_structure-swapped_arguments,0.887
argument_structure-transitive,0.478
binding-principle_a,0.5455
case-subjective_pronoun,0.9135
ellipsis-n_bar,0.323
filler-gap-wh_question_object,0.1845
filler-gap-wh_question_subject,0.9875
irregular-verb,0.5015
island-effects-adjunct_island,0.8135
island-effects-coordinate_structure_constraint,0.116
local_attractor-in_question_with_aux,0.6475
npi_licensing-matrix_question,0.665
npi_licensing-only_npi_licensor,0.9535
quantifiers-existential_there,0.5865
quantifiers-superlative,0.256
