,epoch_6
agreement_determiner_noun-across_1_adjective,0.795
agreement_determiner_noun-between_neighbors,0.625
agreement_subject_verb-across_prepositional_phrase,0.6585
agreement_subject_verb-across_relative_clause,0.652
agreement_subject_verb-in_question_with_aux,0.7705
agreement_subject_verb-in_simple_question,0.7095
anaphor_agreement-pronoun_gender,0.973
argument_structure-dropped_argument,0.8905
argument_structure-swapped_arguments,0.993
argument_structure-transitive,0.6735
binding-principle_a,0.8625
case-subjective_pronoun,0.986
ellipsis-n_bar,0.603
filler-gap-wh_question_object,0.951
filler-gap-wh_question_subject,0.9195
irregular-verb,0.8605
island-effects-adjunct_island,0.5865
island-effects-coordinate_structure_constraint,0.89
local_attractor-in_question_with_aux,0.813
npi_licensing-matrix_question,0.624
npi_licensing-only_npi_licensor,0.995
quantifiers-existential_there,0.9265
quantifiers-superlative,0.8865
