,epoch_4
agreement_determiner_noun-across_1_adjective,0.5085
agreement_determiner_noun-between_neighbors,0.508
agreement_subject_verb-across_prepositional_phrase,0.493
agreement_subject_verb-across_relative_clause,0.486
agreement_subject_verb-in_question_with_aux,0.4875
agreement_subject_verb-in_simple_question,0.517
anaphor_agreement-pronoun_gender,0.5485
argument_structure-dropped_argument,0.778
argument_structure-swapped_arguments,0.9985
argument_structure-transitive,0.4745
binding-principle_a,0.4655
case-subjective_pronoun,0.9875
ellipsis-n_bar,0.3565
filler-gap-wh_question_object,0.9535
filler-gap-wh_question_subject,0.9985
irregular-verb,0.53
island-effects-adjunct_island,0.4705
island-effects-coordinate_structure_constraint,0.4655
local_attractor-in_question_with_aux,0.6465
npi_licensing-matrix_question,0.6875
npi_licensing-only_npi_licensor,0.021
quantifiers-existential_there,0.856
quantifiers-superlative,0.3155
