,epoch_4
agreement_determiner_noun-across_1_adjective,0.8315
agreement_determiner_noun-between_neighbors,0.6595
agreement_subject_verb-across_prepositional_phrase,0.72
agreement_subject_verb-across_relative_clause,0.73
agreement_subject_verb-in_question_with_aux,0.792
agreement_subject_verb-in_simple_question,0.7905
anaphor_agreement-pronoun_gender,0.9135
argument_structure-dropped_argument,0.8455
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.7215
binding-principle_a,0.8685
case-subjective_pronoun,0.972
ellipsis-n_bar,0.5105
filler-gap-wh_question_object,0.9425
filler-gap-wh_question_subject,0.9625
irregular-verb,0.86
island-effects-adjunct_island,0.3995
island-effects-coordinate_structure_constraint,0.955
local_attractor-in_question_with_aux,0.738
npi_licensing-matrix_question,0.4015
npi_licensing-only_npi_licensor,0.9205
quantifiers-existential_there,0.927
quantifiers-superlative,0.916
