,epoch_10
adjunct_island,0.502
anaphor_gender_agreement,0.766
anaphor_number_agreement,0.633
animate_subject_passive,0.541
animate_subject_trans,0.431
causative,0.446
complex_NP_island,0.465
coordinate_structure_constraint_complex_left_branch,0.331
coordinate_structure_constraint_object_extraction,0.475
determiner_noun_agreement_1,0.54
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.49
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.532
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.481
distractor_agreement_relational_noun,0.458
distractor_agreement_relative_clause,0.526
drop_argument,0.582
ellipsis_n_bar_1,0.149
ellipsis_n_bar_2,0.359
existential_there_object_raising,0.693
existential_there_quantifiers_1,0.814
existential_there_quantifiers_2,0.684
existential_there_subject_raising,0.581
expletive_it_object_raising,0.66
inchoative,0.366
intransitive,0.438
irregular_past_participle_adjectives,0.444
irregular_past_participle_verbs,0.734
irregular_plural_subject_verb_agreement_1,0.533
irregular_plural_subject_verb_agreement_2,0.5
left_branch_island_echo_question,0.628
left_branch_island_simple_question,0.345
matrix_question_npi_licensor_present,0.109
npi_present_1,0.343
npi_present_2,0.294
only_npi_licensor_present,0.363
only_npi_scope,0.491
passive_1,0.608
passive_2,0.589
principle_A_c_command,0.375
principle_A_case_1,1.0
principle_A_case_2,0.404
principle_A_domain_1,0.993
principle_A_domain_2,0.449
principle_A_domain_3,0.523
principle_A_reconstruction,0.349
regular_plural_subject_verb_agreement_1,0.498
regular_plural_subject_verb_agreement_2,0.447
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.858
sentential_subject_island,0.515
superlative_quantifiers_1,0.331
superlative_quantifiers_2,0.188
tough_vs_raising_1,0.437
tough_vs_raising_2,0.577
transitive,0.606
wh_island,0.925
wh_questions_object_gap,0.533
wh_questions_subject_gap,0.886
wh_questions_subject_gap_long_distance,0.787
wh_vs_that_no_gap,0.805
wh_vs_that_no_gap_long_distance,0.795
wh_vs_that_with_gap,0.187
wh_vs_that_with_gap_long_distance,0.233
