,epoch_1
adjunct_island,0.49
anaphor_gender_agreement,0.334
anaphor_number_agreement,0.446
animate_subject_passive,0.474
animate_subject_trans,0.475
causative,0.502
complex_NP_island,0.596
coordinate_structure_constraint_complex_left_branch,0.447
coordinate_structure_constraint_object_extraction,0.587
determiner_noun_agreement_1,0.483
determiner_noun_agreement_2,0.512
determiner_noun_agreement_irregular_1,0.499
determiner_noun_agreement_irregular_2,0.472
determiner_noun_agreement_with_adj_2,0.491
determiner_noun_agreement_with_adj_irregular_1,0.496
determiner_noun_agreement_with_adj_irregular_2,0.456
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.522
distractor_agreement_relative_clause,0.558
drop_argument,0.565
ellipsis_n_bar_1,0.295
ellipsis_n_bar_2,0.454
existential_there_object_raising,0.629
existential_there_quantifiers_1,0.684
existential_there_quantifiers_2,0.544
existential_there_subject_raising,0.579
expletive_it_object_raising,0.598
inchoative,0.385
intransitive,0.381
irregular_past_participle_adjectives,0.77
irregular_past_participle_verbs,0.492
irregular_plural_subject_verb_agreement_1,0.529
irregular_plural_subject_verb_agreement_2,0.488
left_branch_island_echo_question,0.492
left_branch_island_simple_question,0.46
matrix_question_npi_licensor_present,0.062
npi_present_1,0.143
npi_present_2,0.167
only_npi_licensor_present,0.445
only_npi_scope,0.551
passive_1,0.613
passive_2,0.607
principle_A_c_command,0.39
principle_A_case_1,0.957
principle_A_case_2,0.507
principle_A_domain_1,0.63
principle_A_domain_2,0.557
principle_A_domain_3,0.528
principle_A_reconstruction,0.457
regular_plural_subject_verb_agreement_1,0.426
regular_plural_subject_verb_agreement_2,0.467
sentential_negation_npi_licensor_present,0.957
sentential_negation_npi_scope,0.578
sentential_subject_island,0.483
superlative_quantifiers_1,0.483
superlative_quantifiers_2,0.129
tough_vs_raising_1,0.402
tough_vs_raising_2,0.607
transitive,0.584
wh_island,0.486
wh_questions_object_gap,0.647
wh_questions_subject_gap,0.856
wh_questions_subject_gap_long_distance,0.685
wh_vs_that_no_gap,0.839
wh_vs_that_no_gap_long_distance,0.823
wh_vs_that_with_gap,0.182
wh_vs_that_with_gap_long_distance,0.222
