,epoch_7
adjunct_island,0.575
anaphor_gender_agreement,0.7
anaphor_number_agreement,0.889
animate_subject_passive,0.759
animate_subject_trans,0.663
causative,0.666
complex_NP_island,0.39
coordinate_structure_constraint_complex_left_branch,0.396
coordinate_structure_constraint_object_extraction,0.59
determiner_noun_agreement_1,0.661
determiner_noun_agreement_2,0.759
determiner_noun_agreement_irregular_1,0.625
determiner_noun_agreement_irregular_2,0.78
determiner_noun_agreement_with_adj_2,0.758
determiner_noun_agreement_with_adj_irregular_1,0.728
determiner_noun_agreement_with_adj_irregular_2,0.762
determiner_noun_agreement_with_adjective_1,0.645
distractor_agreement_relational_noun,0.484
distractor_agreement_relative_clause,0.428
drop_argument,0.363
ellipsis_n_bar_1,0.756
ellipsis_n_bar_2,0.705
existential_there_object_raising,0.641
existential_there_quantifiers_1,0.972
existential_there_quantifiers_2,0.858
existential_there_subject_raising,0.783
expletive_it_object_raising,0.676
inchoative,0.531
intransitive,0.391
irregular_past_participle_adjectives,0.622
irregular_past_participle_verbs,0.727
irregular_plural_subject_verb_agreement_1,0.644
irregular_plural_subject_verb_agreement_2,0.722
left_branch_island_echo_question,0.715
left_branch_island_simple_question,0.697
matrix_question_npi_licensor_present,0.33
npi_present_1,0.356
npi_present_2,0.554
only_npi_licensor_present,0.271
only_npi_scope,0.451
passive_1,0.522
passive_2,0.497
principle_A_c_command,0.507
principle_A_case_1,1.0
principle_A_case_2,0.718
principle_A_domain_1,0.99
principle_A_domain_2,0.715
principle_A_domain_3,0.56
principle_A_reconstruction,0.319
regular_plural_subject_verb_agreement_1,0.621
regular_plural_subject_verb_agreement_2,0.676
sentential_negation_npi_licensor_present,0.949
sentential_negation_npi_scope,0.446
sentential_subject_island,0.31
superlative_quantifiers_1,0.876
superlative_quantifiers_2,0.792
tough_vs_raising_1,0.361
tough_vs_raising_2,0.698
transitive,0.667
wh_island,0.409
wh_questions_object_gap,0.825
wh_questions_subject_gap,0.929
wh_questions_subject_gap_long_distance,0.943
wh_vs_that_no_gap,0.947
wh_vs_that_no_gap_long_distance,0.984
wh_vs_that_with_gap,0.14
wh_vs_that_with_gap_long_distance,0.043
