,epoch_9
adjunct_island,0.498
anaphor_gender_agreement,0.764
anaphor_number_agreement,0.634
animate_subject_passive,0.538
animate_subject_trans,0.434
causative,0.445
complex_NP_island,0.465
coordinate_structure_constraint_complex_left_branch,0.333
coordinate_structure_constraint_object_extraction,0.474
determiner_noun_agreement_1,0.54
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.491
determiner_noun_agreement_irregular_2,0.528
determiner_noun_agreement_with_adj_2,0.473
determiner_noun_agreement_with_adj_irregular_1,0.53
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.479
distractor_agreement_relational_noun,0.458
distractor_agreement_relative_clause,0.526
drop_argument,0.582
ellipsis_n_bar_1,0.146
ellipsis_n_bar_2,0.353
existential_there_object_raising,0.692
existential_there_quantifiers_1,0.813
existential_there_quantifiers_2,0.684
existential_there_subject_raising,0.585
expletive_it_object_raising,0.658
inchoative,0.364
intransitive,0.438
irregular_past_participle_adjectives,0.447
irregular_past_participle_verbs,0.729
irregular_plural_subject_verb_agreement_1,0.533
irregular_plural_subject_verb_agreement_2,0.502
left_branch_island_echo_question,0.63
left_branch_island_simple_question,0.339
matrix_question_npi_licensor_present,0.105
npi_present_1,0.345
npi_present_2,0.297
only_npi_licensor_present,0.358
only_npi_scope,0.496
passive_1,0.606
passive_2,0.585
principle_A_c_command,0.375
principle_A_case_1,1.0
principle_A_case_2,0.404
principle_A_domain_1,0.993
principle_A_domain_2,0.448
principle_A_domain_3,0.519
principle_A_reconstruction,0.351
regular_plural_subject_verb_agreement_1,0.5
regular_plural_subject_verb_agreement_2,0.445
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.861
sentential_subject_island,0.516
superlative_quantifiers_1,0.324
superlative_quantifiers_2,0.192
tough_vs_raising_1,0.436
tough_vs_raising_2,0.579
transitive,0.605
wh_island,0.923
wh_questions_object_gap,0.534
wh_questions_subject_gap,0.887
wh_questions_subject_gap_long_distance,0.79
wh_vs_that_no_gap,0.809
wh_vs_that_no_gap_long_distance,0.8
wh_vs_that_with_gap,0.179
wh_vs_that_with_gap_long_distance,0.224
