,epoch_6
adjunct_island,0.502
anaphor_gender_agreement,0.773
anaphor_number_agreement,0.637
animate_subject_passive,0.537
animate_subject_trans,0.436
causative,0.449
complex_NP_island,0.469
coordinate_structure_constraint_complex_left_branch,0.349
coordinate_structure_constraint_object_extraction,0.479
determiner_noun_agreement_1,0.537
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.498
determiner_noun_agreement_irregular_2,0.529
determiner_noun_agreement_with_adj_2,0.472
determiner_noun_agreement_with_adj_irregular_1,0.538
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.478
distractor_agreement_relational_noun,0.458
distractor_agreement_relative_clause,0.527
drop_argument,0.584
ellipsis_n_bar_1,0.146
ellipsis_n_bar_2,0.36
existential_there_object_raising,0.696
existential_there_quantifiers_1,0.807
existential_there_quantifiers_2,0.676
existential_there_subject_raising,0.579
expletive_it_object_raising,0.659
inchoative,0.361
intransitive,0.442
irregular_past_participle_adjectives,0.44
irregular_past_participle_verbs,0.732
irregular_plural_subject_verb_agreement_1,0.527
irregular_plural_subject_verb_agreement_2,0.507
left_branch_island_echo_question,0.636
left_branch_island_simple_question,0.38
matrix_question_npi_licensor_present,0.111
npi_present_1,0.341
npi_present_2,0.295
only_npi_licensor_present,0.339
only_npi_scope,0.484
passive_1,0.599
passive_2,0.589
principle_A_c_command,0.38
principle_A_case_1,1.0
principle_A_case_2,0.405
principle_A_domain_1,0.986
principle_A_domain_2,0.445
principle_A_domain_3,0.523
principle_A_reconstruction,0.343
regular_plural_subject_verb_agreement_1,0.494
regular_plural_subject_verb_agreement_2,0.443
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.846
sentential_subject_island,0.516
superlative_quantifiers_1,0.337
superlative_quantifiers_2,0.184
tough_vs_raising_1,0.443
tough_vs_raising_2,0.58
transitive,0.609
wh_island,0.913
wh_questions_object_gap,0.526
wh_questions_subject_gap,0.87
wh_questions_subject_gap_long_distance,0.769
wh_vs_that_no_gap,0.783
wh_vs_that_no_gap_long_distance,0.763
wh_vs_that_with_gap,0.219
wh_vs_that_with_gap_long_distance,0.264
