,epoch_6
adjunct_island,0.569
anaphor_gender_agreement,0.549
anaphor_number_agreement,0.502
animate_subject_passive,0.504
animate_subject_trans,0.466
causative,0.447
complex_NP_island,0.53
coordinate_structure_constraint_complex_left_branch,0.338
coordinate_structure_constraint_object_extraction,0.517
determiner_noun_agreement_1,0.497
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.524
determiner_noun_agreement_irregular_2,0.532
determiner_noun_agreement_with_adj_2,0.477
determiner_noun_agreement_with_adj_irregular_1,0.53
determiner_noun_agreement_with_adj_irregular_2,0.541
determiner_noun_agreement_with_adjective_1,0.501
distractor_agreement_relational_noun,0.481
distractor_agreement_relative_clause,0.528
drop_argument,0.583
ellipsis_n_bar_1,0.256
ellipsis_n_bar_2,0.319
existential_there_object_raising,0.721
existential_there_quantifiers_1,0.757
existential_there_quantifiers_2,0.46
existential_there_subject_raising,0.585
expletive_it_object_raising,0.641
inchoative,0.354
intransitive,0.383
irregular_past_participle_adjectives,0.315
irregular_past_participle_verbs,0.616
irregular_plural_subject_verb_agreement_1,0.519
irregular_plural_subject_verb_agreement_2,0.522
left_branch_island_echo_question,0.645
left_branch_island_simple_question,0.349
matrix_question_npi_licensor_present,0.069
npi_present_1,0.246
npi_present_2,0.235
only_npi_licensor_present,0.36
only_npi_scope,0.531
passive_1,0.642
passive_2,0.61
principle_A_c_command,0.365
principle_A_case_1,1.0
principle_A_case_2,0.438
principle_A_domain_1,0.995
principle_A_domain_2,0.523
principle_A_domain_3,0.532
principle_A_reconstruction,0.394
regular_plural_subject_verb_agreement_1,0.468
regular_plural_subject_verb_agreement_2,0.446
sentential_negation_npi_licensor_present,0.996
sentential_negation_npi_scope,0.581
sentential_subject_island,0.48
superlative_quantifiers_1,0.386
superlative_quantifiers_2,0.293
tough_vs_raising_1,0.491
tough_vs_raising_2,0.579
transitive,0.61
wh_island,0.95
wh_questions_object_gap,0.63
wh_questions_subject_gap,0.946
wh_questions_subject_gap_long_distance,0.88
wh_vs_that_no_gap,0.959
wh_vs_that_no_gap_long_distance,0.952
wh_vs_that_with_gap,0.049
wh_vs_that_with_gap_long_distance,0.064
