,epoch_0
adjunct_island,0.48
anaphor_gender_agreement,0.67
anaphor_number_agreement,0.554
animate_subject_passive,0.524
animate_subject_trans,0.513
causative,0.541
complex_NP_island,0.558
coordinate_structure_constraint_complex_left_branch,0.505
coordinate_structure_constraint_object_extraction,0.494
determiner_noun_agreement_1,0.486
determiner_noun_agreement_2,0.508
determiner_noun_agreement_irregular_1,0.52
determiner_noun_agreement_irregular_2,0.532
determiner_noun_agreement_with_adj_2,0.512
determiner_noun_agreement_with_adj_irregular_1,0.538
determiner_noun_agreement_with_adj_irregular_2,0.503
determiner_noun_agreement_with_adjective_1,0.517
distractor_agreement_relational_noun,0.508
distractor_agreement_relative_clause,0.502
drop_argument,0.454
ellipsis_n_bar_1,0.553
ellipsis_n_bar_2,0.459
existential_there_object_raising,0.441
existential_there_quantifiers_1,0.352
existential_there_quantifiers_2,0.295
existential_there_subject_raising,0.552
expletive_it_object_raising,0.455
inchoative,0.469
intransitive,0.428
irregular_past_participle_adjectives,0.826
irregular_past_participle_verbs,0.352
irregular_plural_subject_verb_agreement_1,0.534
irregular_plural_subject_verb_agreement_2,0.488
left_branch_island_echo_question,0.494
left_branch_island_simple_question,0.539
matrix_question_npi_licensor_present,0.475
npi_present_1,0.63
npi_present_2,0.609
only_npi_licensor_present,0.372
only_npi_scope,0.466
passive_1,0.47
passive_2,0.436
principle_A_c_command,0.352
principle_A_case_1,0.366
principle_A_case_2,0.504
principle_A_domain_1,0.226
principle_A_domain_2,0.456
principle_A_domain_3,0.485
principle_A_reconstruction,0.42
regular_plural_subject_verb_agreement_1,0.557
regular_plural_subject_verb_agreement_2,0.545
sentential_negation_npi_licensor_present,0.536
sentential_negation_npi_scope,0.538
sentential_subject_island,0.515
superlative_quantifiers_1,0.844
superlative_quantifiers_2,0.479
tough_vs_raising_1,0.507
tough_vs_raising_2,0.476
transitive,0.54
wh_island,0.488
wh_questions_object_gap,0.683
wh_questions_subject_gap,0.604
wh_questions_subject_gap_long_distance,0.604
wh_vs_that_no_gap,0.803
wh_vs_that_no_gap_long_distance,0.776
wh_vs_that_with_gap,0.198
wh_vs_that_with_gap_long_distance,0.185
