,epoch_2
adjunct_island,0.583
anaphor_gender_agreement,0.738
anaphor_number_agreement,0.915
animate_subject_passive,0.775
animate_subject_trans,0.643
causative,0.649
complex_NP_island,0.33
coordinate_structure_constraint_complex_left_branch,0.465
coordinate_structure_constraint_object_extraction,0.792
determiner_noun_agreement_1,0.801
determiner_noun_agreement_2,0.783
determiner_noun_agreement_irregular_1,0.687
determiner_noun_agreement_irregular_2,0.755
determiner_noun_agreement_with_adj_2,0.811
determiner_noun_agreement_with_adj_irregular_1,0.759
determiner_noun_agreement_with_adj_irregular_2,0.739
determiner_noun_agreement_with_adjective_1,0.76
distractor_agreement_relational_noun,0.359
distractor_agreement_relative_clause,0.367
drop_argument,0.357
ellipsis_n_bar_1,0.808
ellipsis_n_bar_2,0.667
existential_there_object_raising,0.631
existential_there_quantifiers_1,0.942
existential_there_quantifiers_2,0.822
existential_there_subject_raising,0.685
expletive_it_object_raising,0.684
inchoative,0.566
intransitive,0.399
irregular_past_participle_adjectives,0.694
irregular_past_participle_verbs,0.763
irregular_plural_subject_verb_agreement_1,0.677
irregular_plural_subject_verb_agreement_2,0.758
left_branch_island_echo_question,0.775
left_branch_island_simple_question,0.728
matrix_question_npi_licensor_present,0.236
npi_present_1,0.376
npi_present_2,0.534
only_npi_licensor_present,0.123
only_npi_scope,0.333
passive_1,0.53
passive_2,0.468
principle_A_c_command,0.454
principle_A_case_1,1.0
principle_A_case_2,0.643
principle_A_domain_1,0.993
principle_A_domain_2,0.653
principle_A_domain_3,0.569
principle_A_reconstruction,0.275
regular_plural_subject_verb_agreement_1,0.635
regular_plural_subject_verb_agreement_2,0.716
sentential_negation_npi_licensor_present,0.991
sentential_negation_npi_scope,0.367
sentential_subject_island,0.332
superlative_quantifiers_1,0.981
superlative_quantifiers_2,0.94
tough_vs_raising_1,0.329
tough_vs_raising_2,0.735
transitive,0.683
wh_island,0.489
wh_questions_object_gap,0.787
wh_questions_subject_gap,0.963
wh_questions_subject_gap_long_distance,0.971
wh_vs_that_no_gap,0.98
wh_vs_that_no_gap_long_distance,0.996
wh_vs_that_with_gap,0.06
wh_vs_that_with_gap_long_distance,0.023
