,epoch_2
adjunct_island,0.522
anaphor_gender_agreement,0.388
anaphor_number_agreement,0.46
animate_subject_passive,0.539
animate_subject_trans,0.466
causative,0.458
complex_NP_island,0.578
coordinate_structure_constraint_complex_left_branch,0.503
coordinate_structure_constraint_object_extraction,0.591
determiner_noun_agreement_1,0.523
determiner_noun_agreement_2,0.519
determiner_noun_agreement_irregular_1,0.507
determiner_noun_agreement_irregular_2,0.514
determiner_noun_agreement_with_adj_2,0.488
determiner_noun_agreement_with_adj_irregular_1,0.529
determiner_noun_agreement_with_adj_irregular_2,0.524
determiner_noun_agreement_with_adjective_1,0.514
distractor_agreement_relational_noun,0.496
distractor_agreement_relative_clause,0.524
drop_argument,0.523
ellipsis_n_bar_1,0.24
ellipsis_n_bar_2,0.454
existential_there_object_raising,0.653
existential_there_quantifiers_1,0.866
existential_there_quantifiers_2,0.734
existential_there_subject_raising,0.556
expletive_it_object_raising,0.588
inchoative,0.342
intransitive,0.41
irregular_past_participle_adjectives,0.551
irregular_past_participle_verbs,0.544
irregular_plural_subject_verb_agreement_1,0.518
irregular_plural_subject_verb_agreement_2,0.532
left_branch_island_echo_question,0.612
left_branch_island_simple_question,0.591
matrix_question_npi_licensor_present,0.095
npi_present_1,0.227
npi_present_2,0.251
only_npi_licensor_present,0.985
only_npi_scope,0.803
passive_1,0.624
passive_2,0.585
principle_A_c_command,0.525
principle_A_case_1,0.988
principle_A_case_2,0.468
principle_A_domain_1,0.739
principle_A_domain_2,0.555
principle_A_domain_3,0.504
principle_A_reconstruction,0.395
regular_plural_subject_verb_agreement_1,0.429
regular_plural_subject_verb_agreement_2,0.478
sentential_negation_npi_licensor_present,1.0
sentential_negation_npi_scope,0.271
sentential_subject_island,0.448
superlative_quantifiers_1,0.482
superlative_quantifiers_2,0.53
tough_vs_raising_1,0.475
tough_vs_raising_2,0.57
transitive,0.588
wh_island,0.383
wh_questions_object_gap,0.928
wh_questions_subject_gap,0.992
wh_questions_subject_gap_long_distance,0.967
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.002
wh_vs_that_with_gap_long_distance,0.001
