,epoch_1
adjunct_island,0.436
anaphor_gender_agreement,0.789
anaphor_number_agreement,0.618
animate_subject_passive,0.53
animate_subject_trans,0.597
causative,0.475
complex_NP_island,0.279
coordinate_structure_constraint_complex_left_branch,0.747
coordinate_structure_constraint_object_extraction,0.272
determiner_noun_agreement_1,0.513
determiner_noun_agreement_2,0.498
determiner_noun_agreement_irregular_1,0.53
determiner_noun_agreement_irregular_2,0.523
determiner_noun_agreement_with_adj_2,0.495
determiner_noun_agreement_with_adj_irregular_1,0.53
determiner_noun_agreement_with_adj_irregular_2,0.525
determiner_noun_agreement_with_adjective_1,0.504
distractor_agreement_relational_noun,0.489
distractor_agreement_relative_clause,0.525
drop_argument,0.483
ellipsis_n_bar_1,0.392
ellipsis_n_bar_2,0.475
existential_there_object_raising,0.412
existential_there_quantifiers_1,0.618
existential_there_quantifiers_2,0.346
existential_there_subject_raising,0.47
expletive_it_object_raising,0.417
inchoative,0.527
intransitive,0.556
irregular_past_participle_adjectives,0.353
irregular_past_participle_verbs,0.469
irregular_plural_subject_verb_agreement_1,0.495
irregular_plural_subject_verb_agreement_2,0.51
left_branch_island_echo_question,0.728
left_branch_island_simple_question,0.74
matrix_question_npi_licensor_present,0.48
npi_present_1,0.024
npi_present_2,0.025
only_npi_licensor_present,0.0
only_npi_scope,0.153
passive_1,0.452
passive_2,0.45
principle_A_c_command,0.517
principle_A_case_1,0.448
principle_A_case_2,0.437
principle_A_domain_1,0.648
principle_A_domain_2,0.413
principle_A_domain_3,0.508
principle_A_reconstruction,0.525
regular_plural_subject_verb_agreement_1,0.601
regular_plural_subject_verb_agreement_2,0.502
sentential_negation_npi_licensor_present,0.301
sentential_negation_npi_scope,0.904
sentential_subject_island,0.465
superlative_quantifiers_1,0.541
superlative_quantifiers_2,0.227
tough_vs_raising_1,0.439
tough_vs_raising_2,0.541
transitive,0.474
wh_island,0.682
wh_questions_object_gap,0.352
wh_questions_subject_gap,0.712
wh_questions_subject_gap_long_distance,0.608
wh_vs_that_no_gap,0.515
wh_vs_that_no_gap_long_distance,0.534
wh_vs_that_with_gap,0.427
wh_vs_that_with_gap_long_distance,0.435
