,epoch_7
adjunct_island,0.559
adv_order,0.677
anaphor_gender_agreement,0.498
anaphor_number_agreement,0.498
center_embedding_double_1,0.386
center_embedding_double_2,0.926
center_embedding_single_1,0.346
center_embedding_single_2,0.941
complex_np_island,0.47
coordinate_structure_constrain_object_extraction,0.339
determiner_noun_agreement_1,0.462
determiner_noun_agreement_2,0.581
determiner_noun_agreement_adj_1,0.509
determiner_noun_agreement_adj_2,0.602
ellipsis,0.493
green_ideas,0.476
intransitive,0.456
left_branch_island_simple_question,0.331
matrix_question_npi_licensor_present,0.566
npi_present,0.497
only_npi_licensor_present,0.976
only_npi_scope,0.865
pp_order,0.875
principle_A_c_command,0.488
principle_A_domain_1,1.0
principle_A_domain_2,0.511
principle_A_domain_3,0.52
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.693
recursion_poss_ditransitive_medium,0.686
recursion_poss_ditransitive_short,0.692
recursion_poss_transitive_long,0.893
recursion_poss_transitive_medium,0.935
recursion_poss_transitive_short,0.917
recursion_pp_is_long,0.936
recursion_pp_is_medium,0.8
recursion_pp_is_short,0.715
recursion_pp_verb_long,0.999
recursion_pp_verb_medium,1.0
recursion_pp_verb_short,1.0
sentential_negation_npi_licensor_present,0.75
sentential_negation_npi_scope,0.175
subj_aux_agreement_question_vary_aux,0.587
subj_aux_agreement_question_vary_subj,0.475
subj_aux_vary_subj,0.519
subj_aux_vary_verb,0.458
subj_aux_vary_verb_pp,0.502
subj_aux_vary_verb_rc,0.509
subj_verb_vary_verb,0.391
svo_vos,0.285
swapped_ditransitive_1,0.621
swapped_ditransitive_2,0.642
transitive,0.72
wh_island,1.0
wh_questions_object_gap,0.599
wh_questions_object_gap_long_distance,0.466
wh_questions_subject_gap,0.681
wh_questions_subject_gap_long_distance,0.705
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.0
wh_vs_that_with_gap_long_distance,0.0
