,epoch_6
adjunct_island,0.406
adv_order,0.542
anaphor_gender_agreement,0.501
anaphor_number_agreement,0.479
center_embedding_double_1,0.332
center_embedding_double_2,0.908
center_embedding_single_1,0.25
center_embedding_single_2,0.958
complex_np_island,0.43
coordinate_structure_constrain_object_extraction,0.394
determiner_noun_agreement_1,0.48
determiner_noun_agreement_2,0.572
determiner_noun_agreement_adj_1,0.517
determiner_noun_agreement_adj_2,0.605
ellipsis,0.487
green_ideas,0.451
intransitive,0.542
left_branch_island_simple_question,0.36
matrix_question_npi_licensor_present,0.437
npi_present,0.442
only_npi_licensor_present,0.613
only_npi_scope,0.858
pp_order,0.775
principle_A_c_command,0.504
principle_A_domain_1,1.0
principle_A_domain_2,0.518
principle_A_domain_3,0.499
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.752
recursion_poss_ditransitive_medium,0.699
recursion_poss_ditransitive_short,0.684
recursion_poss_transitive_long,0.946
recursion_poss_transitive_medium,0.926
recursion_poss_transitive_short,0.939
recursion_pp_is_long,0.385
recursion_pp_is_medium,0.111
recursion_pp_is_short,0.002
recursion_pp_verb_long,0.0
recursion_pp_verb_medium,0.05
recursion_pp_verb_short,0.721
sentential_negation_npi_licensor_present,0.222
sentential_negation_npi_scope,0.842
subj_aux_agreement_question_vary_aux,0.583
subj_aux_agreement_question_vary_subj,0.489
subj_aux_vary_subj,0.523
subj_aux_vary_verb,0.463
subj_aux_vary_verb_pp,0.497
subj_aux_vary_verb_rc,0.514
subj_verb_vary_verb,0.406
svo_vos,0.373
swapped_ditransitive_1,0.612
swapped_ditransitive_2,0.475
transitive,0.737
wh_island,0.892
wh_questions_object_gap,0.426
wh_questions_object_gap_long_distance,0.402
wh_questions_subject_gap,0.549
wh_questions_subject_gap_long_distance,0.55
wh_vs_that_no_gap,0.996
wh_vs_that_no_gap_long_distance,0.993
wh_vs_that_with_gap,0.014
wh_vs_that_with_gap_long_distance,0.052
