,epoch_0
adjunct_island,0.338
adv_order,0.534
anaphor_gender_agreement,0.494
anaphor_number_agreement,0.491
center_embedding_double_1,0.267
center_embedding_double_2,0.73
center_embedding_single_1,0.118
center_embedding_single_2,0.764
complex_np_island,0.63
coordinate_structure_constrain_object_extraction,0.49
determiner_noun_agreement_1,0.479
determiner_noun_agreement_2,0.503
determiner_noun_agreement_adj_1,0.474
determiner_noun_agreement_adj_2,0.5
ellipsis,0.589
green_ideas,0.449
intransitive,0.407
left_branch_island_simple_question,0.512
matrix_question_npi_licensor_present,0.321
npi_present,0.714
only_npi_licensor_present,0.376
only_npi_scope,0.299
pp_order,0.499
principle_A_c_command,0.497
principle_A_domain_1,0.594
principle_A_domain_2,0.526
principle_A_domain_3,0.511
recursion_intensifier_adj_long,0.788
recursion_intensifier_adj_medium,0.854
recursion_intensifier_adj_short,0.943
recursion_intensifier_adv_long,0.223
recursion_intensifier_adv_medium,0.156
recursion_intensifier_adv_short,0.058
recursion_poss_ditransitive_long,0.743
recursion_poss_ditransitive_medium,0.71
recursion_poss_ditransitive_short,0.652
recursion_poss_transitive_long,0.953
recursion_poss_transitive_medium,0.956
recursion_poss_transitive_short,0.949
recursion_pp_is_long,0.203
recursion_pp_is_medium,0.228
recursion_pp_is_short,0.222
recursion_pp_verb_long,0.002
recursion_pp_verb_medium,0.065
recursion_pp_verb_short,0.084
sentential_negation_npi_licensor_present,0.156
sentential_negation_npi_scope,0.689
subj_aux_agreement_question_vary_aux,0.511
subj_aux_agreement_question_vary_subj,0.448
subj_aux_vary_subj,0.531
subj_aux_vary_verb,0.558
subj_aux_vary_verb_pp,0.504
subj_aux_vary_verb_rc,0.505
subj_verb_vary_verb,0.457
svo_vos,0.452
swapped_ditransitive_1,0.437
swapped_ditransitive_2,0.509
transitive,0.529
wh_island,0.748
wh_questions_object_gap,0.584
wh_questions_object_gap_long_distance,0.618
wh_questions_subject_gap,0.426
wh_questions_subject_gap_long_distance,0.461
wh_vs_that_no_gap,0.954
wh_vs_that_no_gap_long_distance,0.874
wh_vs_that_with_gap,0.147
wh_vs_that_with_gap_long_distance,0.269
