,epoch_1
adjunct_island_implausible,0.646
adv_order_implausible,0.964
anaphor_gender_agreement_implausible,0.555
anaphor_number_agreement_implausible,0.805
center_embedding_double_1_implausible,0.345
center_embedding_double_2_implausible,0.984
center_embedding_single_1_implausible,0.454
center_embedding_single_2_implausible,0.983
complex_np_island_implausible,0.224
coordinate_structure_constrain_object_extraction_implausible,0.68
determiner_noun_agreement_1_implausible,0.966
determiner_noun_agreement_2_implausible,0.994
determiner_noun_agreement_adj_1_implausible,0.863
determiner_noun_agreement_adj_2_implausible,0.936
ellipsis_implausible,0.496
green_ideas_implausible,0.539
intransitive_implausible,0.702
left_branch_island_simple_question_implausible,0.531
matrix_question_npi_licensor_present_implausible,0.383
npi_present_implausible,0.54
only_npi_licensor_present_implausible,0.991
only_npi_scope_implausible,0.715
pp_order_implausible,0.862
principle_A_c_command_implausible,0.494
principle_A_domain_1_implausible,0.996
principle_A_domain_2_implausible,0.747
principle_A_domain_3_implausible,0.497
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.01
recursion_poss_ditransitive_long_implausible,0.191
recursion_poss_ditransitive_medium_implausible,0.284
recursion_poss_ditransitive_short_implausible,0.526
recursion_poss_transitive_long_implausible,1.0
recursion_poss_transitive_medium_implausible,1.0
recursion_poss_transitive_short_implausible,0.99
recursion_pp_is_long_implausible,0.559
recursion_pp_is_medium_implausible,0.705
recursion_pp_is_short_implausible,0.839
recursion_pp_verb_long_implausible,0.127
recursion_pp_verb_medium_implausible,0.269
recursion_pp_verb_short_implausible,0.715
sentential_negation_npi_licensor_present_implausible,1.0
sentential_negation_npi_scope_implausible,0.426
subj_aux_agreement_question_vary_aux_implausible,0.478
subj_aux_agreement_question_vary_subj_implausible,0.563
subj_aux_vary_subj_implausible,0.779
subj_aux_vary_verb_implausible,0.804
subj_aux_vary_verb_pp_implausible,0.106
subj_aux_vary_verb_rc_implausible,0.314
subj_verb_vary_verb_implausible,0.527
svo_vos_implausible,0.561
swapped_ditransitive_1_implausible,1.0
swapped_ditransitive_2_implausible,0.991
transitive_implausible,0.872
wh_island_implausible,0.8
wh_questions_object_gap_implausible,0.476
wh_questions_object_gap_long_distance_implausible,0.447
wh_questions_subject_gap_implausible,0.882
wh_questions_subject_gap_long_distance_implausible,0.964
wh_vs_that_no_gap_implausible,0.986
wh_vs_that_no_gap_long_distance_implausible,0.983
wh_vs_that_with_gap_implausible,0.256
wh_vs_that_with_gap_long_distance_implausible,0.115
