,epoch_4
adjunct_island_implausible,0.467
adv_order_implausible,0.659
anaphor_gender_agreement_implausible,0.514
anaphor_number_agreement_implausible,0.51
center_embedding_double_1_implausible,0.364
center_embedding_double_2_implausible,0.903
center_embedding_single_1_implausible,0.267
center_embedding_single_2_implausible,0.931
complex_np_island_implausible,0.573
coordinate_structure_constrain_object_extraction_implausible,0.245
determiner_noun_agreement_1_implausible,0.544
determiner_noun_agreement_2_implausible,0.58
determiner_noun_agreement_adj_1_implausible,0.472
determiner_noun_agreement_adj_2_implausible,0.608
ellipsis_implausible,0.18
green_ideas_implausible,0.407
intransitive_implausible,0.44
left_branch_island_simple_question_implausible,0.439
matrix_question_npi_licensor_present_implausible,0.714
npi_present_implausible,0.134
only_npi_licensor_present_implausible,1.0
only_npi_scope_implausible,0.998
pp_order_implausible,0.526
principle_A_c_command_implausible,0.511
principle_A_domain_1_implausible,0.954
principle_A_domain_2_implausible,0.471
principle_A_domain_3_implausible,0.482
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.49
recursion_poss_ditransitive_medium_implausible,0.538
recursion_poss_ditransitive_short_implausible,0.548
recursion_poss_transitive_long_implausible,0.172
recursion_poss_transitive_medium_implausible,0.297
recursion_poss_transitive_short_implausible,0.701
recursion_pp_is_long_implausible,0.576
recursion_pp_is_medium_implausible,0.376
recursion_pp_is_short_implausible,0.245
recursion_pp_verb_long_implausible,0.0
recursion_pp_verb_medium_implausible,0.067
recursion_pp_verb_short_implausible,0.751
sentential_negation_npi_licensor_present_implausible,0.725
sentential_negation_npi_scope_implausible,0.188
subj_aux_agreement_question_vary_aux_implausible,0.47
subj_aux_agreement_question_vary_subj_implausible,0.487
subj_aux_vary_subj_implausible,0.509
subj_aux_vary_verb_implausible,0.459
subj_aux_vary_verb_pp_implausible,0.534
subj_aux_vary_verb_rc_implausible,0.514
subj_verb_vary_verb_implausible,0.419
svo_vos_implausible,0.219
swapped_ditransitive_1_implausible,0.969
swapped_ditransitive_2_implausible,0.792
transitive_implausible,0.754
wh_island_implausible,0.731
wh_questions_object_gap_implausible,0.312
wh_questions_object_gap_long_distance_implausible,0.245
wh_questions_subject_gap_implausible,0.64
wh_questions_subject_gap_long_distance_implausible,0.65
wh_vs_that_no_gap_implausible,0.998
wh_vs_that_no_gap_long_distance_implausible,0.967
wh_vs_that_with_gap_implausible,0.427
wh_vs_that_with_gap_long_distance_implausible,0.58
