,epoch_4
adjunct_island_implausible,0.694
adv_order_implausible,0.94
anaphor_gender_agreement_implausible,0.848
anaphor_number_agreement_implausible,0.844
center_embedding_double_1_implausible,0.304
center_embedding_double_2_implausible,0.911
center_embedding_single_1_implausible,0.459
center_embedding_single_2_implausible,0.897
complex_np_island_implausible,0.33
coordinate_structure_constrain_object_extraction_implausible,0.618
determiner_noun_agreement_1_implausible,0.977
determiner_noun_agreement_2_implausible,0.982
determiner_noun_agreement_adj_1_implausible,0.916
determiner_noun_agreement_adj_2_implausible,0.958
ellipsis_implausible,0.558
green_ideas_implausible,0.537
intransitive_implausible,0.68
left_branch_island_simple_question_implausible,0.837
matrix_question_npi_licensor_present_implausible,0.321
npi_present_implausible,0.647
only_npi_licensor_present_implausible,1.0
only_npi_scope_implausible,0.983
pp_order_implausible,0.89
principle_A_c_command_implausible,0.477
principle_A_domain_1_implausible,0.999
principle_A_domain_2_implausible,0.72
principle_A_domain_3_implausible,0.561
recursion_intensifier_adj_long_implausible,0.998
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.017
recursion_intensifier_adv_medium_implausible,0.007
recursion_intensifier_adv_short_implausible,0.022
recursion_poss_ditransitive_long_implausible,0.179
recursion_poss_ditransitive_medium_implausible,0.198
recursion_poss_ditransitive_short_implausible,0.43
recursion_poss_transitive_long_implausible,1.0
recursion_poss_transitive_medium_implausible,0.999
recursion_poss_transitive_short_implausible,1.0
recursion_pp_is_long_implausible,0.35
recursion_pp_is_medium_implausible,0.575
recursion_pp_is_short_implausible,0.826
recursion_pp_verb_long_implausible,0.268
recursion_pp_verb_medium_implausible,0.38
recursion_pp_verb_short_implausible,0.641
sentential_negation_npi_licensor_present_implausible,1.0
sentential_negation_npi_scope_implausible,0.419
subj_aux_agreement_question_vary_aux_implausible,0.787
subj_aux_agreement_question_vary_subj_implausible,0.591
subj_aux_vary_subj_implausible,0.955
subj_aux_vary_verb_implausible,0.956
subj_aux_vary_verb_pp_implausible,0.303
subj_aux_vary_verb_rc_implausible,0.465
subj_verb_vary_verb_implausible,0.695
svo_vos_implausible,0.561
swapped_ditransitive_1_implausible,1.0
swapped_ditransitive_2_implausible,0.974
transitive_implausible,0.874
wh_island_implausible,0.641
wh_questions_object_gap_implausible,0.553
wh_questions_object_gap_long_distance_implausible,0.613
wh_questions_subject_gap_implausible,0.921
wh_questions_subject_gap_long_distance_implausible,0.886
wh_vs_that_no_gap_implausible,0.988
wh_vs_that_no_gap_long_distance_implausible,0.983
wh_vs_that_with_gap_implausible,0.309
wh_vs_that_with_gap_long_distance_implausible,0.063
