,epoch_9
adjunct_island_implausible,0.762
adv_order_implausible,0.876
anaphor_gender_agreement_implausible,0.819
anaphor_number_agreement_implausible,0.825
center_embedding_double_1_implausible,0.339
center_embedding_double_2_implausible,0.868
center_embedding_single_1_implausible,0.44
center_embedding_single_2_implausible,0.863
complex_np_island_implausible,0.407
coordinate_structure_constrain_object_extraction_implausible,0.553
determiner_noun_agreement_1_implausible,0.965
determiner_noun_agreement_2_implausible,0.957
determiner_noun_agreement_adj_1_implausible,0.898
determiner_noun_agreement_adj_2_implausible,0.941
ellipsis_implausible,0.581
green_ideas_implausible,0.494
intransitive_implausible,0.562
left_branch_island_simple_question_implausible,0.731
matrix_question_npi_licensor_present_implausible,0.591
npi_present_implausible,0.576
only_npi_licensor_present_implausible,1.0
only_npi_scope_implausible,0.817
pp_order_implausible,0.842
principle_A_c_command_implausible,0.448
principle_A_domain_1_implausible,0.992
principle_A_domain_2_implausible,0.789
principle_A_domain_3_implausible,0.579
recursion_intensifier_adj_long_implausible,0.921
recursion_intensifier_adj_medium_implausible,0.99
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.234
recursion_intensifier_adv_medium_implausible,0.077
recursion_intensifier_adv_short_implausible,0.017
recursion_poss_ditransitive_long_implausible,0.19
recursion_poss_ditransitive_medium_implausible,0.272
recursion_poss_ditransitive_short_implausible,0.463
recursion_poss_transitive_long_implausible,1.0
recursion_poss_transitive_medium_implausible,0.993
recursion_poss_transitive_short_implausible,0.993
recursion_pp_is_long_implausible,0.637
recursion_pp_is_medium_implausible,0.789
recursion_pp_is_short_implausible,0.919
recursion_pp_verb_long_implausible,0.667
recursion_pp_verb_medium_implausible,0.806
recursion_pp_verb_short_implausible,0.923
sentential_negation_npi_licensor_present_implausible,1.0
sentential_negation_npi_scope_implausible,0.506
subj_aux_agreement_question_vary_aux_implausible,0.557
subj_aux_agreement_question_vary_subj_implausible,0.623
subj_aux_vary_subj_implausible,0.764
subj_aux_vary_verb_implausible,0.808
subj_aux_vary_verb_pp_implausible,0.381
subj_aux_vary_verb_rc_implausible,0.373
subj_verb_vary_verb_implausible,0.527
svo_vos_implausible,0.582
swapped_ditransitive_1_implausible,0.999
swapped_ditransitive_2_implausible,0.99
transitive_implausible,0.892
wh_island_implausible,0.761
wh_questions_object_gap_implausible,0.666
wh_questions_object_gap_long_distance_implausible,0.599
wh_questions_subject_gap_implausible,0.924
wh_questions_subject_gap_long_distance_implausible,0.853
wh_vs_that_no_gap_implausible,0.999
wh_vs_that_no_gap_long_distance_implausible,0.957
wh_vs_that_with_gap_implausible,0.33
wh_vs_that_with_gap_long_distance_implausible,0.132
