,epoch_3
adjunct_island_implausible,0.457
adv_order_implausible,0.6
anaphor_gender_agreement_implausible,0.512
anaphor_number_agreement_implausible,0.523
center_embedding_double_1_implausible,0.336
center_embedding_double_2_implausible,0.91
center_embedding_single_1_implausible,0.218
center_embedding_single_2_implausible,0.934
complex_np_island_implausible,0.591
coordinate_structure_constrain_object_extraction_implausible,0.311
determiner_noun_agreement_1_implausible,0.543
determiner_noun_agreement_2_implausible,0.58
determiner_noun_agreement_adj_1_implausible,0.468
determiner_noun_agreement_adj_2_implausible,0.608
ellipsis_implausible,0.128
green_ideas_implausible,0.41
intransitive_implausible,0.442
left_branch_island_simple_question_implausible,0.414
matrix_question_npi_licensor_present_implausible,0.62
npi_present_implausible,0.096
only_npi_licensor_present_implausible,1.0
only_npi_scope_implausible,0.996
pp_order_implausible,0.533
principle_A_c_command_implausible,0.531
principle_A_domain_1_implausible,0.893
principle_A_domain_2_implausible,0.47
principle_A_domain_3_implausible,0.482
recursion_intensifier_adj_long_implausible,1.0
recursion_intensifier_adj_medium_implausible,1.0
recursion_intensifier_adj_short_implausible,1.0
recursion_intensifier_adv_long_implausible,0.0
recursion_intensifier_adv_medium_implausible,0.0
recursion_intensifier_adv_short_implausible,0.0
recursion_poss_ditransitive_long_implausible,0.431
recursion_poss_ditransitive_medium_implausible,0.484
recursion_poss_ditransitive_short_implausible,0.52
recursion_poss_transitive_long_implausible,0.021
recursion_poss_transitive_medium_implausible,0.138
recursion_poss_transitive_short_implausible,0.686
recursion_pp_is_long_implausible,0.227
recursion_pp_is_medium_implausible,0.11
recursion_pp_is_short_implausible,0.169
recursion_pp_verb_long_implausible,0.0
recursion_pp_verb_medium_implausible,0.009
recursion_pp_verb_short_implausible,0.599
sentential_negation_npi_licensor_present_implausible,0.601
sentential_negation_npi_scope_implausible,0.256
subj_aux_agreement_question_vary_aux_implausible,0.459
subj_aux_agreement_question_vary_subj_implausible,0.483
subj_aux_vary_subj_implausible,0.507
subj_aux_vary_verb_implausible,0.476
subj_aux_vary_verb_pp_implausible,0.526
subj_aux_vary_verb_rc_implausible,0.517
subj_verb_vary_verb_implausible,0.423
svo_vos_implausible,0.236
swapped_ditransitive_1_implausible,0.936
swapped_ditransitive_2_implausible,0.725
transitive_implausible,0.743
wh_island_implausible,0.625
wh_questions_object_gap_implausible,0.362
wh_questions_object_gap_long_distance_implausible,0.295
wh_questions_subject_gap_implausible,0.589
wh_questions_subject_gap_long_distance_implausible,0.613
wh_vs_that_no_gap_implausible,0.997
wh_vs_that_no_gap_long_distance_implausible,0.942
wh_vs_that_with_gap_implausible,0.426
wh_vs_that_with_gap_long_distance_implausible,0.59
